country;iso_code;date;total_vaccinations;people_vaccinated;people_fully_vaccinated;daily_vaccinations_raw;daily_vaccinations;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;daily_vaccinations_per_million;vaccines;source_name;source_website
Australia;AUS;11/03/2021;1250000;1250000;;188000;91420;49;49;;3590;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;12/03/2021;1351030;1351030;;101030;90340;53;53;;3540;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;13/03/2021;1592940;1592940;;241910;117650;62;62;;4610;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;14/03/2021;1625510;;;32570;116010;64;;;4550;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;15/03/2021;1647810;;;22300;112020;65;;;4390;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;16/03/2021;1824370;;;176560;125040;72;;;4900;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;17/03/2021;2035570;;;211200;139080;8;;;5450;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;18/03/2021;2260570;;;225000;144370;89;;;5660;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;19/03/2021;2407540;;;146970;150930;94;;;5920;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;20/03/2021;2538310;;;130770;135050;10;;;5300;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;21/03/2021;2570190;;;31880;134950;101;;;5290;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;22/03/2021;2821840;;;251650;167720;111;;;6580;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;23/03/2021;3075250;;;253410;178700;121;;;7010;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;24/03/2021;3552540;;;477290;216710;139;;;8500;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;25/03/2021;4084100;;;531560;260500;16;;;10220;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;26/03/2021;4601550;;;517450;313430;18;;;12290;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;27/03/2021;5064650;;;463100;360910;199;;;14150;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;28/03/2021;5115200;;;50550;363570;201;;;14260;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;29/03/2021;5417610;;;302410;370820;212;;;14540;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;30/03/2021;5975230;;;557620;414280;234;;;16250;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;31/03/2021;6703490;;;728260;450140;263;;;17650;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;01/04/2021;7443280;;;739790;479880;292;;;18820;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;02/04/2021;8236110;;;792830;519220;323;;;20360;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;03/04/2021;8284160;;;48050;459930;325;;;18040;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;04/04/2021;8431820;;;147660;473800;331;;;18580;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;05/04/2021;8443090;;;11270;432210;331;;;16950;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;06/04/2021;8549830;;;106740;367800;335;;;14420;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;07/04/2021;9203340;;;653510;357120;361;;;14000;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;08/04/2021;9961450;;;758110;359740;391;;;14110;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;09/04/2021;10775110;;;813660;362710;423;;;14220;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;10/04/2021;11388660;;;613550;443500;447;;;17390;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;11/04/2021;11665680;;;277020;461980;457;;;18120;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;12/04/2021;11783020;;;117340;477130;462;;;18710;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;13/04/2021;12346810;;;563790;542430;484;;;21270;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;14/04/2021;12956720;;;609910;536200;508;;;21030;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;15/04/2021;13596650;;;639930;519310;533;;;20370;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;16/04/2021;14205770;;;609120;490090;557;;;19220;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;17/04/2021;14745580;;;539810;479560;578;;;18810;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;18/04/2021;14969120;;;223540;471920;587;;;18510;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;19/04/2021;15865560;;;896440;583220;622;;;22870;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;20/04/2021;16532860;;;667300;598010;648;;;23450;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;21/04/2021;17181070;;;648210;603480;674;;;23670;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;22/04/2021;17853380;;;672310;608100;70;;;23850;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;23/04/2021;18556010;;;702630;621460;728;;;24370;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;24/04/2021;19140470;;;584460;627840;751;;;24620;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;25/04/2021;19340770;;;200300;624520;758;;;24490;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;26/04/2021;19374850;;;34080;501330;76;;;19660;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;27/04/2021;19693370;;;318520;451500;772;;;17710;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;28/04/2021;20295440;;;602070;444910;796;;;17450;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;29/04/2021;21122850;;;827410;467070;828;;;18320;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;30/04/2021;21795440;;;672590;462780;855;;;18150;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;01/05/2021;22348440;;;553000;458280;876;;;17970;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;02/05/2021;22540740;;;192300;457140;884;;;17930;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;03/05/2021;22606150;;;65410;461610;887;;;18100;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;04/05/2021;23169690;;;563540;496620;909;;;19480;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;05/05/2021;23963140;;;793450;523960;94;;;20550;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Australia;AUS;06/05/2021;24735290;;;772150;516060;97;;;20240;Oxford/AstraZeneca, Pfizer/BioNTech;Government of Australia via covidlive.com.au;https://covidlive.com.au/vaccinations
Austria;AUT;27/12/2020;7320;7320;;;;1;1;;;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;28/12/2020;20330;20330;;13010;13010;2;2;;1440;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;29/12/2020;36520;36520;;16190;14600;4;4;;1620;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;30/12/2020;50040;50040;;13520;14240;6;6;;1580;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;31/12/2020;50120;50120;;80;10700;6;6;;1190;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;01/01/2021;50160;50160;;40;8570;6;6;;950;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;02/01/2021;50240;50240;;80;7150;6;6;;790;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;03/01/2021;50260;50260;;20;6130;6;6;;680;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;04/01/2021;51450;51450;;1190;4450;6;6;;490;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;05/01/2021;69370;69370;;17920;4690;8;8;;520;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;06/01/2021;77740;77740;;8370;3960;9;9;;440;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;07/01/2021;109620;109620;;31880;8500;12;12;;940;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;08/01/2021;239470;239470;;129850;27040;27;27;;3000;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;09/01/2021;283550;283550;;44080;33330;31;31;;3700;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;10/01/2021;305790;305790;;22240;36500;34;34;;4050;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;11/01/2021;362410;362410;;56620;44420;4;4;;4930;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;12/01/2021;509460;509460;;147050;62870;57;57;;6980;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;13/01/2021;662840;662840;;153380;83590;74;74;;9280;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;14/01/2021;829870;829870;;167030;102890;92;92;;11420;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;15/01/2021;1013200;1013190;10;183330;110530;112;112;0;12270;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;16/01/2021;1080950;1080850;100;67750;113910;12;12;0;12650;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;17/01/2021;1137840;1134140;3700;56890;118860;126;126;0;13200;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;18/01/2021;1251970;1239390;12580;114130;127080;139;138;1;14110;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;19/01/2021;1510650;1483510;27140;258680;143030;168;165;3;15880;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;20/01/2021;1745650;1705550;40100;235000;154690;194;189;4;17180;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;21/01/2021;1942360;1900610;41750;196710;158930;216;211;5;17650;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;22/01/2021;2059290;2011710;47580;116930;149440;229;223;5;16590;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;23/01/2021;2090620;2043020;47600;31330;144240;232;227;5;16020;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;24/01/2021;2103060;2055430;47630;12440;137890;234;228;5;15310;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;25/01/2021;2118000;2069270;48730;14940;123720;235;23;5;13740;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;26/01/2021;2203800;2146050;57750;85800;99020;245;238;6;10990;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;27/01/2021;2284010;2221030;62980;80210;76910;254;247;7;8540;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;28/01/2021;2382400;2293050;89350;98390;62860;265;255;1;6980;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;29/01/2021;2532690;2346720;185970;150290;67630;281;261;21;7510;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;30/01/2021;2569680;2360090;209590;36990;68440;285;262;23;7600;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;31/01/2021;2583290;2363680;219610;13610;68600;287;262;24;7620;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;01/02/2021;2630280;2379530;250750;46990;73180;292;264;28;8130;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;02/02/2021;2803310;2410820;392490;173030;85640;311;268;44;9510;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;03/02/2021;2982320;2443030;539290;179010;99760;331;271;6;11080;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;04/02/2021;3185600;2473590;712010;203280;114740;354;275;79;12740;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;05/02/2021;3396990;2514830;882160;211390;123470;377;279;98;13710;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;06/02/2021;3487500;2542490;945010;90510;131120;387;282;105;14560;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;07/02/2021;3537810;2548760;989050;50310;136360;393;283;11;15140;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;08/02/2021;3635040;2569350;1065690;97230;143540;404;285;118;15940;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;09/02/2021;3826940;2597750;1229190;191900;146230;425;288;136;16240;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;10/02/2021;4044200;2633660;1410540;217260;151700;449;292;157;16840;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;11/02/2021;4287310;2686520;1600790;243110;157390;476;298;178;17480;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;12/02/2021;4553940;2771230;1782710;266630;165280;506;308;198;18350;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;13/02/2021;4658340;2824650;1833690;104400;167260;517;314;204;18570;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;14/02/2021;4678530;2829250;1849280;20190;162960;519;314;205;18090;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;15/02/2021;4749760;2868500;1881260;71230;159250;527;318;209;17680;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;16/02/2021;4895320;2938340;1956980;145560;152630;544;326;217;16950;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;17/02/2021;5090300;3037610;2052690;194980;149440;565;337;228;16590;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;18/02/2021;5287610;3154560;2133050;197310;142900;587;35;237;15870;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;19/02/2021;5501220;3284050;2217170;213610;135330;611;365;246;15030;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;20/02/2021;5630610;3396430;2234180;129390;138900;625;377;248;15420;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;21/02/2021;5690340;3452460;2237880;59730;144540;632;383;248;16050;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;22/02/2021;5759530;3503330;2256200;69190;144250;639;389;251;16020;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;23/02/2021;5907400;3606740;2300660;147870;144580;656;40;255;16050;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;24/02/2021;6105370;3770290;2335080;197970;145010;678;419;259;16100;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;25/02/2021;6303370;3932740;2370630;198000;145110;70;437;263;16110;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;26/02/2021;6589740;4171890;2417850;286370;155500;732;463;268;17270;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;27/02/2021;6836860;4399470;2437390;247120;172320;759;488;271;19130;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;28/02/2021;6939430;4497580;2441850;102570;178440;77;499;271;19810;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;01/03/2021;7025850;4575500;2450350;86420;180900;78;508;272;20090;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;02/03/2021;7278650;4805060;2473590;252800;195890;808;534;275;21750;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;03/03/2021;7556950;5059930;2497020;278300;207370;839;562;277;23020;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;04/03/2021;7828700;5304080;2524620;271750;217900;869;589;28;24190;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;05/03/2021;8195710;5641480;2554230;367010;229420;91;626;284;25470;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;06/03/2021;8475860;5896410;2579450;280150;234140;941;655;286;26000;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;07/03/2021;8594530;6008550;2585980;118670;236440;954;667;287;26250;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;08/03/2021;8709690;6109840;2599850;115160;240550;967;678;289;26710;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;09/03/2021;8992230;6357220;2635010;282540;244800;998;706;293;27180;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;10/03/2021;9280240;6600320;2679920;288010;246180;103;733;298;27330;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;11/03/2021;9725790;6991980;2733810;445550;271010;108;776;304;30090;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
Austria;AUT;12/03/2021;10306550;7518760;2787790;580760;301550;1144;835;31;33480;Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://info.gesundheitsministerium.gv.at/opendata/
